name,name_variant_ENA,corresponding_DwC,name_origin,MIxS_section,DwC_section,expected_unit,synonyms,definition,polaaar_emof,polaaar_template,polaaarDB_environment,MIxS_core,DwC_Event,DwC_Occurrence,DwC_eMoF,air,built_environment,host_associated,human_associated,human_gut,human_oral,human_skin,human_vaginal,microbial_mat_biofilm,miscellaneous_natural_or_artificial_environment,plant_associated,sediment,soil,wastewater_sludge,water
original_name,,,INSDC,miscellaneous,miscellaneous,alphanumeric,original_name;name;samplename;samle_name;samp_name;libraryname;lib;library;alias;library_name,The original sample name that can be used to identify the material taken in the field.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sequence_data_repository,,,miscellaneous,miscellaneous,miscellaneous,alphanumeric,sequence_data_repository,the repository name where the sequences are stored and publicly accessible (e.g. ENA; SRA; VAMPS;...),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
collection_time,,,miscellaneous,miscellaneous,miscellaneous,UTC,collection_time,the exact time a sample was collected in the field,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
forward_primer,,,miscellaneous,miscellaneous,miscellaneous,alphanumeric,forward_primer,the forward primer name or identifier,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
forward_primer_sequence,,,miscellaneous,miscellaneous,miscellaneous,alphanumeric,forward_primer_sequence,the forward primer sequence (use capital letters; following the IUPAC code of DNA basepaire notations),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reverse_primer,,,miscellaneous,miscellaneous,miscellaneous,alphanumeric,reverse_primer,the reverse primer name or identifier,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reverse_primer_sequence,,,miscellaneous,miscellaneous,miscellaneous,alphanumeric,reverse_primer_sequence,the reverse primer sequence (use capital letters; following the IUPAC code of DNA basepaire notations),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sample_description,sample_description,,miscellaneous,miscellaneous,miscellaneous,alphanumeric,sample_description;description,a description of the sample as it was taken from the natural environment,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
additional_mid,,,miscellaneous,miscellaneous,miscellaneous,alphanumeric,additional_mid,additional multiplex Identifiers (MIDs); that are used to specifically tag unique samples in a sequencing run. Sequence should be reported in uppercase letters,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bottle,,,miscellaneous,miscellaneous,miscellaneous,alphanumeric,bottle,A name; number or identifier for experiment bottles.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carbon_14,,,miscellaneous,miscellaneous,miscellaneous,alphanumeric,carbon_14,carbon isotope 14 reading,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cast,,,miscellaneous,miscellaneous,miscellaneous,alphanumeric,cast,A form or appearance or character that can group different types of organisms orspecies assemblages together,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
filter_size,,,miscellaneous,miscellaneous,miscellaneous,alphanumeric,filter_size,the mesh size of the filter used to separate an environmental sample into different size-fractions,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leucine,,,miscellaneous,miscellaneous,miscellaneous,alphanumeric,leucine,the concentration of leucine,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nitrite_plus_nitrate,,,miscellaneous,miscellaneous,miscellaneous,alphanumeric,nitrite_plus_nitrate,the amount or concentration of nitrite pluse nitrate (measured together),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
collection_date,collection date,eventDate,MIxS,environment,miscellaneous,UTC,collection_date;colection_date;event_date_Time;date,The time of sampling; either as an instance (single point in time) or interval. In case no exact time is available; the date/time can be right truncated i.e. all of these are valid times: 2008-01-23T19:23:10+00:00; 2008-01-23T19:23:10; 2008-01-23; 2008-01; 2008; Except: 2008-01; 2008 all are ISO8601 compliant,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
env_biome,environment (biome),habitat,MIxS,environment,miscellaneous,alphanumeric,env_biome;environment_biome;biome,Biomes are defined based on factors such as plant structures; leaf types; plant spacing; and other factors like climate. Biome should be treated as the descriptor of the broad ecological context of a sample. Examples include: desert; taiga; deciduous woodland; or coral reef. EnvO (v 2013-06-14) terms can be found via the link: www.environmentontology.org/Browse-EnvO,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
env_feature,environment (feature),,MIxS,environment,miscellaneous,alphanumeric,env_feature;environment_feature;environment_featurael;feature,Environmental feature level includes geographic environmental features. Compared to biome; feature is a descriptor of the more local environment. Examples include: harbor; cliff; or lake. EnvO (v 2013-06-14) terms can be found via the link: www.environmentontology.org/Browse-EnvO,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
env_material,environment (material),,MIxS,environment,miscellaneous,alphanumeric,env_material;environment_material;material;isolation_source,The environmental material level refers to the material that was displaced by the sample; or material in which a sample was embedded; prior to the sampling event. Environmental material terms are generally mass nouns. Examples include: air; soil; or water. EnvO (v 2013-06-14) terms can be found via the link: www.environmentontology.org/Browse-EnvO,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
geo_loc_name,geographic location (country and/or sea),,MIxS,environment,miscellaneous,alphanumeric,geo_loc_name;geographic_location_country_and_or_sea;geographic_location_country_and_or_sea_region,The geographical origin of the sample as defined by the country or sea name followed by specific region name. Country or sea names should be chosen from the INSDC country list (http://insdc.org/country.html); or the GAZ ontology (v 1.512) (http://purl.bioontology.org/ontology/GAZ),0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alt_elev,altitude elevation,,MIxS,environment,miscellaneous,meter,alt_elev;altitude_elevation,the vertical distance between Earth's surface above sea level and the sampled position in the air,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
depth,depth,maximumDepthInMeters,MIxS,environment,miscellaneous,meter,depth;geographic_location_depth;maximumdepthinmeters;minimumdepthinmeters;depth_m,depth is defined as the vertical distance below local surface; e.g. for sediment or soil samples depth is measured from sediment or soil surface; respectivly. Depth can be reported as an interval for subsurface samples,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,2,1,1,2,2,1,2
lat_lon,geographic location (latitude and longitude),,MIxS,environment,miscellaneous,decimalCoordinates,lat_lon;geographic_location_latitude_and_longitude;latitude_and_longitude;latitude_longitude,The geographical origin of the sample as defined by latitude and longitude. The values should be reported in decimal degrees and in WGS84 system,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
project_name,project name,datasetName,MIxS,investigation,miscellaneous,alphanumeric,project_name;datasetname,The geographical origin of the sample as defined by the country or sea name followed by specific region name. Country or sea names should be chosen from the INSDC country list (http://insdc.org/country.html); or the GAZ ontology (v 1.512) (http://purl.bioontology.org/ontology/GAZ),0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
experimental_factor,experimental factor,,MIxS,investigation,miscellaneous,alphanumeric,experimental_factor;treatment,Experimental factors are essentially the variable aspects of an experiment design which can be used to describe an experiment; or set of experiments; in an increasingly detailed manner. This field accepts ontology terms from Experimental Factor Ontology (EFO) and/or Ontology for Biomedical Investigations (OBI). For a browser of EFO (v 2.43) terms; please see http://purl.bioontology.org/ontology/EFO; for a browser of OBI (v 2013-10-25) terms please see http://purl.bioontology.org/ontology/OBI,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
investigation_type,investigation type,,MIxS,investigation,miscellaneous,alphanumeric,investigation_type;librarystrategy,Nucleic Acid Sequence Report is the root element of all MIGS/MIMS compliant reports as standardized by Genomic Standards Consortium. This field is either eukaryote;bacteria;virus;plasmid;organelle; metagenome;mimarks-survey; or mimarks-specimen,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
submitted_to_insdc,submitted to insdc,,MIxS,investigation,miscellaneous,boolean,submitted_to_insdc,Depending on the study (large-scale e.g. done with next generation sequencing technology; or small-scale) sequences have to be submitted to SRA (Sequence Read Archive); DRA (DDBJ Read Archive) or via the classical Webin/Sequin systems to Genbank; ENA and DDBJ. Although this field is mandatory; it is meant as a self-test field; therefore it is not necessary to include this field in contextual data submitted to databases,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
env_package,environmental package,,MIxS,migs_mims_mimarks_extension,miscellaneous,alphanumeric,env_package;enviornmental_package;package;ena_checklist,MIGS/MIMS/MIMARKS extension for reporting of measurements and observations obtained from one or more of the environments where the sample was obtained. All environmental packages listed here are further defined in separate subtables. By giving the name of the environmental package; a selection of fields can be made from the subtables and can be reported,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
density,density,,MIxS,miscellaneous_natural_or_artificial_environment,miscellaneous,alphanumeric,density,density of sample,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
biotic_relationship,biotic relationship,,MIxS,nucleic_acid_sequence_source,miscellaneous,alphanumeric,biotic_relationship,Is it free-living or in a host and if the latter what type of relationship is observed,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
encoded_traits,encoded traits,,MIxS,nucleic_acid_sequence_source,miscellaneous,alphanumeric,encoded_traits,Should include key traits like antibiotic resistance or xenobiotic degradation phenotypes for plasmids; converting genes for phage,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
estimated_size,estimated size,,MIxS,nucleic_acid_sequence_source,miscellaneous,alphanumeric,estimated_size,The estimated size of the genome prior to sequencing. Of particular importance in the sequencing of (eukaryotic) genome which could remain in draft form for a long or unspecified period.,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
extrachrom_elements,extrachromosomal elements,,MIxS,nucleic_acid_sequence_source,miscellaneous,alphanumeric,extrachrom_elements,Do plasmids exist of significant phenotypic consequence (e.g. ones that determine virulence or antibiotic resistance). Megaplasmids? Other plasmids (borrelia has 15+ plasmids),1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
health_disease_stat,health disease stat,,MIxS,nucleic_acid_sequence_source,miscellaneous,alphanumeric,health_disease_stat,Health or disease status of specific host at time of collection. This field accepts PATO (v 2013-10-28) terms; for a browser please see http://purl.bioontology.org/ontology/PATO,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
host_spec_range,host spec range,,MIxS,nucleic_acid_sequence_source,miscellaneous,alphanumeric,host_spec_range,The NCBI taxonomy identifier of the specific host if it is known,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isol_growth_condt,isolation and growth condition,,MIxS,nucleic_acid_sequence_source,miscellaneous,alphanumeric,isol_growth_condt;isolation_and_growth_condition,Publication reference in the form of pubmed ID (pmid); digital object identifier (doi) or url for isolation and growth condition specifications of the organism/material,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
num_replicons,number of replicons,,MIxS,nucleic_acid_sequence_source,miscellaneous,alphanumeric,num_replicons;number_of_replicons,Reports the number of replicons in a nuclear genome of eukaryotes; in the genome of a bacterium or archaea or the number of segments in a segmented virus. Always applied to the haploid chromosome count of a eukaryote,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pathogenicity,pathogenicity,,MIxS,nucleic_acid_sequence_source,miscellaneous,alphanumeric,pathogenicity,To what is the entity pathogenic. ,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ploidy,ploidy,,MIxS,nucleic_acid_sequence_source,miscellaneous,alphanumeric,ploidy,The ploidy level of the genome (e.g. allopolyploid; haploid; diploid; triploid; tetraploid). It has implications for the downstream study of duplicated gene and regions of the genomes (and perhaps for difficulties in assembly). For terms; please select terms listed under class ploidy (PATO:001374) of Phenotypic Quality Ontology (PATO); and for a browser of PATO (v 2013-10-28) please refer to http://purl.bioontology.org/ontology/PATO,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
propagation,propagation,,MIxS,nucleic_acid_sequence_source,miscellaneous,alphanumeric,propagation,This field is specific to different taxa. For phages: lytic/lysogenic; for plasmids: incompatibility group (Note: there is the strong opinion to name phage propagation obligately lytic or temperate; therefore we also give this choice,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ref_biomaterial,reference for biomaterial,,MIxS,nucleic_acid_sequence_source,miscellaneous,alphanumeric,ref_biomaterial;reference_for_biomaterial,primary publication if isolated before genome publication; otherwise; primary genome report,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rel_to_oxygen,relationship to oxygen,,MIxS,nucleic_acid_sequence_source,miscellaneous,alphanumeric,rel_to_oxygen;relationship_to_oxygen,Is this organism an aerobe; anaerobe? Please note that aerobic and anaerobic are valid descriptors for microbial environments,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
samp_collect_device,sample collection device,,MIxS,nucleic_acid_sequence_source,miscellaneous,alphanumeric,samp_collect_device;sample_collection_device,The method or device employed for collecting the sample,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
samp_mat_process,sample material process,,MIxS,nucleic_acid_sequence_source,miscellaneous,alphanumeric,samp_mat_process;sample_material_process,Any processing applied to the sample during or after retrieving the sample from environment. This field accepts OBI; for a browser of OBI (v 2013-10-25) terms please see http://purl.bioontology.org/ontology/OBI,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
samp_size,sample size,,MIxS,nucleic_acid_sequence_source,miscellaneous,,samp_size;sample_size;amount_or_size_of_sample_collected,Amount or size of sample (volume; mass or area) that was collected,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
source_mat_id,source mat id,materialSampleID,MIxS,nucleic_acid_sequence_source,miscellaneous,alphanumeric,source_mat_id;title;source_material_id,A unique identifier assigned to a material sample (as defined by http://rs.tdwg.org/dwc/terms/materialSampleID; and as opposed to a particular digital record of a material sample) used for extracting nucleic acids; and subsequent sequencing. The identifier can refer either to the original material collected or to any derived sub-samples. The INSDC qualifiers /specimen_voucher; /bio_material; or /culture_collection may or may not share the same value as the source_mat_id field. For instance; the /specimen_voucher qualifier and source_mat_id may both contain 'UAM:Herps:14' ; referring to both the specimen voucher and sampled tissue with the same identifier. However; the /culture_collection qualifier may refer to a value from an initial culture (e.g. ATCC:11775) while source_mat_id would refer to an identifier from some derived culture from which the nucleic acids were extracted (e.g. xatc123 or ark:/2154/R2).,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
specific_host,specific host,,MIxS,nucleic_acid_sequence_source,miscellaneous,alphanumeric,specific_host;host,If there is a host involved; please provide its taxid (or environmental if not actually isolated from the dead or alive host - i.e. pathogen could be isolated from a swipe of a bench etc) and report whether it is a laboratory or natural host). From this we can calculate any number of groupings of hosts (e.g. animal vs plant; all fish hosts; etc),1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
subspecf_gen_lin,common_name,,MIxS,nucleic_acid_sequence_source,miscellaneous,alphanumeric,subspecf_gen_lin;common_name,This should provide further information about the genetic distinctness of this lineage by recording additional information i.e biovar; serovar; serotype; biovar; or any relevant genetic typing schemes like Group I plasmid. It can also contain alternative taxonomic information,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trophic_level,trophic level,,MIxS,nucleic_acid_sequence_source,miscellaneous,alphanumeric,trophic_level,Trophic levels are the feeding position in a food chain. Microbes can be a range of producers (e.g. chemolithotroph),1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abs_air_humidity,abs air humidity,,MIxS,package,miscellaneous,alphanumeric,abs_air_humidity,actual mass of water vapor - mh20 - present in the air water vapor mixture,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
agrochem_addition,agrochem addition,,MIxS,package,miscellaneous,alphanumeric,agrochem_addition,addition of fertilizers; pesticides; etc. - amount and time of applications,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
air_temp,air temperature,,MIxS,package,miscellaneous,degreesCelcius,air_temp;air_temperature,temperature of the air at the time of sampling,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
air_temp_regm,air temperature regime,,MIxS,package,miscellaneous,degreesCelcius,air_temp_regm;air_temperature_regime,information about treatment involving an exposure to varying temperatures; should include the temperature; treatment duration; interval and total experimental duration; can include different temperature regimens,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
al_sat,al sat,,MIxS,package,miscellaneous,alphanumeric,al_sat,aluminum saturation (esp. for tropical soils),1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
al_sat_meth,al sat method,,MIxS,package,miscellaneous,alphanumeric,al_sat_meth;al_sat_method,reference or method used in determining Al saturation,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
alkalinity,alkalinity,,MIxS,package,miscellaneous,alphanumeric,alkalinity,alkalinity; the ability of a solution to neutralize acids to the equivalence point of carbonate or bicarbonate,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1
alkyl_diethers,alkyl diethers,,MIxS,package,miscellaneous,alphanumeric,alkyl_diethers,concentration of alkyl diethers ,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
alt,altitude,,MIxS,package,miscellaneous,alphanumeric,alt;altitude,the altitude of the sample is the vertical distance between Earth's surface above sea level and the sampled position in the air,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,1,1,1,1,1,0,1
aminopept_act,aminopept act,,MIxS,package,miscellaneous,alphanumeric,aminopept_act,measurement of aminopeptidase activity,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
ammonium,ammonium,,MIxS,package,miscellaneous,alphanumeric,ammonium,concentration of ammonium,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
amniotic_fluid_color,amniotic fluid color,,MIxS,package,miscellaneous,alphanumeric,amniotic_fluid_color,specification of the color of the amniotic fluid sample,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
annual_season_precpt,annual season precpt,,MIxS,package,miscellaneous,alphanumeric,annual_season_precpt,mean annual and seasonal precipitation,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
annual_season_temp,annual season temp,,MIxS,package,miscellaneous,degreesCelcius,annual_season_temp,mean annual and seasonal temperature,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
antibiotic_regm,antibiotic regime,,MIxS,package,miscellaneous,alphanumeric,antibiotic_regm;antibiotic_regime,information about treatment involving antibiotic administration; should include the name of antibiotic; amount administered; treatment duration; interval and total experimental duration; can include multiple antibiotic regimens,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
atmospheric_data,atmospheric data,,MIxS,package,miscellaneous,alphanumeric,atmospheric_data,measurement of atmospheric data; can include multiple data,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
bac_prod,bac prod,,MIxS,package,miscellaneous,alphanumeric,bac_prod,bacterial production in the water column measured by isotope uptake,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
bac_resp,bac resp,,MIxS,package,miscellaneous,alphanumeric,bac_resp,measurement of bacterial resporation in the water column,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
bacteria_carb_prod,bacteria carbon prod,,MIxS,package,miscellaneous,alphanumeric,bacteria_carb_prod;bacteria_carbon_prod,measurement of bacterial carbon production,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
barometric_press,barometric press,,MIxS,package,miscellaneous,alphanumeric,barometric_press;atm_press,force per unit area exerted against a surface by the weight of air above that surface,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
biochem_oxygen_dem,biochem oxygen dem,,MIxS,package,miscellaneous,alphanumeric,biochem_oxygen_dem,a measure of the relative oxygen-depletion effect of a waste contaminant,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
biomass,biomass,,MIxS,package,miscellaneous,alphanumeric,biomass,amount of biomass; should include the name for the part of biomass measured; e.g. microbial; total. can include multiple measurements,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
birth_control,birth control,,MIxS,package,miscellaneous,alphanumeric,birth_control,specification of birth control medication used,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
bishomohopanol,bishomohopanol,,MIxS,package,miscellaneous,alphanumeric,bishomohopanol,concentration of bishomohopanol ,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
blood_blood_disord,blood blood disord,,MIxS,package,miscellaneous,alphanumeric,blood_blood_disord,history of blood disorders; can include multiple disorders,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
bromide,bromide,,MIxS,package,miscellaneous,alphanumeric,bromide,concentration of bromide ,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
build_occup_type,build occup type,,MIxS,package,miscellaneous,alphanumeric,build_occup_type,the primary function for which a building or discrete part of a building is intended to be used,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
building_setting,building setting,,MIxS,package,miscellaneous,alphanumeric,building_setting,a location (geography) where a building is set,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
calcium,calcium,,MIxS,package,miscellaneous,alphanumeric,calcium,concentration of calcium,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
carb_dioxide,carbon dioxide,,MIxS,package,miscellaneous,alphanumeric,carb_dioxide;carbon_dioxide;CO2,carbon dioxide (gas) amount or concentration at the time of sampling,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
carb_monoxide,carbon monoxide,,MIxS,package,miscellaneous,alphanumeric,carb_monoxide;carbon_monoxide;CO,carbon monoxide (gas) amount or concentration at the time of sampling,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carb_nitro_ratio,carbon/nitrogen ratio,,MIxS,package,miscellaneous,alphanumeric,carb_nitro_ratio;carbon_nitrogen_ratio,ratio of amount or concentrations of carbon to nitrogen,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
chem_administration,chemical administration,,MIxS,package,miscellaneous,alphanumeric,chem_administration;chemical_administration,list of chemical compounds administered to the host or site where sampling occurred; and when (e.g. antibiotics; N fertilizer; air filter); can include multiple compounds. For Chemical Entities of Biological Interest ontology (CHEBI) (v 111); http://purl.bioontology.org/ontology/CHEBI,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
chem_mutagen,chemical mutagen,,MIxS,package,miscellaneous,alphanumeric,chem_mutagen;chemical_mutagen,treatment involving use of mutagens; should include the name of mutagen; amount administered; treatment duration; interval and total experimental duration; can include multiple mutagen regimens,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
chem_oxygen_dem,chemical oxygen dem,,MIxS,package,miscellaneous,alphanumeric,chem_oxygen_dem;chemical_oxygen_dem,a measure of the relative oxygen-depletion effect of a waste contaminant,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
chloride,chloride,,MIxS,package,miscellaneous,alphanumeric,chloride,concentration of chloride ,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
chlorophyll,chlorophyll,,MIxS,package,miscellaneous,alphanumeric,chlorophyll,concentration of chlorophyll,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
climate_environment,climate environment,,MIxS,package,miscellaneous,alphanumeric,climate_environment,treatment involving an exposure to a particular climate; can include multiple climates,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
conduc,conductivity,,MIxS,package,miscellaneous,alphanumeric,conduc;conductivity;cond,electrical conductivity of water,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
crop_rotation,crop rotation,,MIxS,package,miscellaneous,alphanumeric,crop_rotation,whether or not crop is rotated; and if yes; rotation schedule,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
cur_land_use,current land use,,MIxS,package,miscellaneous,alphanumeric,cur_land_use;current_land_use,present state of sample site,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
cur_vegetation,current vegetation,,MIxS,package,miscellaneous,alphanumeric,cur_vegetation;current_vegetation,vegetation classification from one or more standard classification systems; or agricultural crop,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
cur_vegetation_meth,current vegetation method,,MIxS,package,miscellaneous,alphanumeric,cur_vegetation_meth;current_vegetation_method,reference or method used in vegetation classification ,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
dermatology_disord,dermatology disord,,MIxS,package,miscellaneous,alphanumeric,dermatology_disord,history of dermatology disorders; can include multiple disorders,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
dew_point,dew point,,MIxS,package,miscellaneous,alphanumeric,dew_point,the temperature to which a given parcel of humid air must be cooled; at constant barometric pressure; for water vapor to condense into water. ,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
diet_last_six_month,diet last six month,,MIxS,package,miscellaneous,alphanumeric,diet_last_six_month,specification of major diet changes in the last six months; if yes the change should be specified,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
diether_lipids,diether lipids,,MIxS,package,miscellaneous,alphanumeric,diether_lipids,concentration of diether lipids; can include multiple types of diether lipids,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
diss_carb_dioxide,dissolved carbon dioxide,,MIxS,package,miscellaneous,alphanumeric,diss_carb_dioxide;dissolved_carbon_dioxide,concentration of dissolved carbon dioxide,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
diss_hydrogen,dissolved hydrogen,,MIxS,package,miscellaneous,alphanumeric,diss_hydrogen;dissolved_hydrogen,concentration of dissolved hydrogen,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
diss_inorg_carb,dissolved inorganic carbon,,MIxS,package,miscellaneous,alphanumeric,diss_inorg_carb;dissolved_inorganic_carbon,dissolved inorganic carbon concentration,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
diss_inorg_nitro,dissolved inorganic nitrogen,,MIxS,package,miscellaneous,alphanumeric,diss_inorg_nitro;dissolved_inorganic_nitrogen,concentration of dissolved inorganic nitrogen ,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
